File,sentId,Sentence,SentenceParse,eId,eiId,eText,Normalization,FactValues,PragValues,TrainTest
NYT19980206.0460.tml,37,"The major harm from Asia is likely to come from the plunge in the value of many Asian currencies relative to the dollar, a situation that is expected to lead to a surge of inexpensive imports into the United States, hurting American competitors.","(S (NP (NP (DT The) (JJ major) (NN harm)) (PP (IN from) (NP (NNP Asia)))) (VP (VBZ is) (ADJP (JJ likely) (S (VP (TO to) (VP (VB come) (PP (IN from) (NP (NP (DT the) (NN plunge)) (PP (IN in) (NP (NP (DT the) (NN value)) (PP (IN of) (NP (JJ many) (JJ Asian) (NNS currencies))))))) (ADVP (JJ relative) (PP (TO to) (NP (NP (DT the) (NN dollar)) (, ,) (NP (NP (DT a) (NN situation)) (SBAR (WHNP (WDT that)) (S (VP (VBZ is) (VP (VBN expected) (S (VP (TO to) (VP (VB lead) (PP (TO to) (NP (NP (DT a) (NN surge)) (PP (IN of) (NP (JJ inexpensive) (NNS imports))))) (PP (IN into) (NP (DT the) (NNP United) (NNPS States))) (, ,) (S (VP (VBG hurting) (NP (JJ American) (NNS competitors)))))))))))))))))))) (. .))",e164,ei2272,hurting,a surge of inexpensive imports into the United States will hurt American competitors,GEN_AUTHOR:pr_plus|AUTHOR:pr_plus,ct_minus:0|ct_plus:2|pr_minus:0|pr_plus:7|ps_minus:0|ps_plus:0|uu:1,train
NYT19980206.0460.tml,38,And the weakness of the Asian economies is also likely to lead to decreased demand for American exports.,(S (CC And) (NP (NP (DT the) (NN weakness)) (PP (IN of) (NP (DT the) (JJ Asian) (NNS economies)))) (VP (VBZ is) (ADVP (RB also)) (ADJP (JJ likely) (S (VP (TO to) (VP (VB lead) (PP (TO to) (NP (NP (VBN decreased) (NN demand)) (PP (IN for) (NP (JJ American) (NNS exports)))))))))) (. .)),e166,ei2274,lead,the weakness of the Asian economies will lead to decreased demand for American exports,AUTHOR:pr_plus,ct_minus:0|ct_plus:1|pr_minus:0|pr_plus:6|ps_minus:0|ps_plus:3|uu:0,train
NYT19980206.0460.tml,38,And the weakness of the Asian economies is also likely to lead to decreased demand for American exports.,(S (CC And) (NP (NP (DT the) (NN weakness)) (PP (IN of) (NP (DT the) (JJ Asian) (NNS economies)))) (VP (VBZ is) (ADVP (RB also)) (ADJP (JJ likely) (S (VP (TO to) (VP (VB lead) (PP (TO to) (NP (NP (VBN decreased) (NN demand)) (PP (IN for) (NP (JJ American) (NNS exports)))))))))) (. .)),e167,ei2275,demand,there will be a decreased demand for American exports,AUTHOR:pr_plus,ct_minus:0|ct_plus:0|pr_minus:0|pr_plus:7|ps_minus:0|ps_plus:2|uu:1,train
NYT19980212.0019.tml,4,"A Brooklyn woman who was watching her clothes dry in a laundromat was killed Thursday evening when two would-be robbers emptied their pistols into the store, the police said.","(S (NP (NP (DT A) (NNP Brooklyn) (NN woman)) (SBAR (WHNP (WP who)) (S (VP (VBD was) (VP (VBG watching) (S (NP (PRP$ her) (NNS clothes)) (ADJP (JJ dry) (PP (IN in) (NP (DT a) (NN laundromat)))))))))) (VP (VBD was) (VP (VBN killed) (NP-TMP (NNP Thursday) (NN evening)) (SBAR (WHADVP (WRB when)) (S (NP (NP (CD two) (JJ would-be) (NNS robbers)) (VP (VBN emptied) (NP (PRP$ their) (NNS pistols)) (PP (IN into) (NP (NP (DT the) (NN store)) (, ,) (NP (DT the) (NN police)))))) (VP (VBD said)))))) (. .))",e1,ei210,watching,The woman was watching her clothes dry in a laundromat,police_AUTHOR:ct_plus|AUTHOR:uu,ct_minus:0|ct_plus:10|pr_minus:0|pr_plus:0|ps_minus:0|ps_plus:0|uu:0,train
NYT19980212.0019.tml,5,"The men appeared in the store at 469 Vermont St. in Brownsville around 7:15 p.m., after the victim, Linda Sanders, 35, had finished her cleaning and was waiting for her clothes to dry, detectives said.","(S (S (NP (DT The) (NNS men)) (VP (VBD appeared) (PP (IN in) (NP (NP (DT the) (NN store)) (PP (IN at) (NP (NP (NNP 469) (NNP Vermont) (NNP St.)) (PP (IN in) (NP (NNP Brownsville))))))) (PP (IN around) (NP (CD 7:15) (RB p.m.))) (, ,) (SBAR (IN after) (S (NP (NP (DT the) (NN victim)) (, ,) (NP (NP (NNP Linda) (NNP Sanders)) (, ,) (NP (CD 35))) (, ,)) (VP (VP (VBD had) (VP (VBN finished) (NP (PRP$ her) (NN cleaning)))) (CC and) (VP (VBD was) (VP (VBG waiting) (PP (IN for) (NP (PRP$ her) (NNS clothes))) (S (VP (TO to) (VP (VB dry))))))))))) (, ,) (NP (NNS detectives)) (VP (VBD said)) (. .))",e10,ei217,waiting,the victim was waiting for her clothes to dry,detectives_AUTHOR:ct_plus|AUTHOR:uu,ct_minus:0|ct_plus:10|pr_minus:0|pr_plus:0|ps_minus:0|ps_plus:0|uu:0,train
NYT19980402.0453.tml,4,"A new Essex County task force began delving Thursday into the slayings of 14 black women over the last five years in the Newark area, as law-enforcement officials acknowledged that they needed to work harder to solve the cases of murdered women.","(S (NP (DT A) (JJ new) (NNP Essex) (NNP County) (NN task) (NN force)) (VP (VBD began) (NP-TMP (JJ delving) (NNP Thursday)) (PP (IN into) (NP (NP (DT the) (NNS slayings)) (PP (IN of) (NP (NP (CD 14) (JJ black) (NNS women)) (PP (IN over) (NP (DT the) (JJ last) (CD five) (NNS years))))))) (PP (IN in) (NP (DT the) (NNP Newark) (NN area))) (, ,) (SBAR (IN as) (S (NP (JJ law-enforcement) (NNS officials)) (VP (VBD acknowledged) (SBAR (IN that) (S (NP (PRP they)) (VP (VBD needed) (S (VP (TO to) (VP (VB work) (ADVP (RBR harder)) (S (VP (TO to) (VP (VB solve) (NP (NP (DT the) (NNS cases)) (PP (IN of) (NP (VBN murdered) (NNS women))))))))))))))))) (. .))",e1,ei2217,began,a new Essex County task force began delving Thursday into the slayings of 14 black women over the last five years in the Newark area,AUTHOR:ct_plus,ct_minus:0|ct_plus:10|pr_minus:0|pr_plus:0|ps_minus:0|ps_plus:0|uu:0,train
NYT19980402.0453.tml,5,"The police and prosecutors said they had identified different suspects in six of the cases and had yet to find any pattern linking the killings or the victims, several of whom were believed to be prostitutes.","(S (NP (DT The) (NNS police) (CC and) (NNS prosecutors)) (VP (VP (VBD said) (SBAR (S (NP (PRP they)) (VP (VBD had) (VP (VBN identified) (NP (JJ different) (NNS suspects)) (PP (IN in) (NP (NP (CD six)) (PP (IN of) (NP (DT the) (NNS cases)))))))))) (CC and) (VP (VBD had) (NP (RB yet) (S (VP (TO to) (VP (VB find) (NP (NP (NP (DT any) (NN pattern)) (VP (VBG linking) (NP (DT the) (NNS killings)))) (CC or) (NP (NP (DT the) (NNS victims)) (, ,) (SBAR (WHNP (NP (JJ several)) (WHPP (IN of) (WHNP (WP whom)))) (S (VP (VBD were) (VP (VBN believed) (S (VP (TO to) (VP (VB be) (NP (NNS prostitutes))))))))))))))))) (. .))",e10,ei2227,find,the police and prosecutors found a pattern linking the killings,police_AUTHOR:ct_minus|AUTHOR:uu,ct_minus:10|ct_plus:0|pr_minus:0|pr_plus:0|ps_minus:0|ps_plus:0|uu:0,train
NYT19980402.0453.tml,5,"The police and prosecutors said they had identified different suspects in six of the cases and had yet to find any pattern linking the killings or the victims, several of whom were believed to be prostitutes.","(S (NP (DT The) (NNS police) (CC and) (NNS prosecutors)) (VP (VP (VBD said) (SBAR (S (NP (PRP they)) (VP (VBD had) (VP (VBN identified) (NP (JJ different) (NNS suspects)) (PP (IN in) (NP (NP (CD six)) (PP (IN of) (NP (DT the) (NNS cases)))))))))) (CC and) (VP (VBD had) (NP (RB yet) (S (VP (TO to) (VP (VB find) (NP (NP (NP (DT any) (NN pattern)) (VP (VBG linking) (NP (DT the) (NNS killings)))) (CC or) (NP (NP (DT the) (NNS victims)) (, ,) (SBAR (WHNP (NP (JJ several)) (WHPP (IN of) (WHNP (WP whom)))) (S (VP (VBD were) (VP (VBN believed) (S (VP (TO to) (VP (VB be) (NP (NNS prostitutes))))))))))))))))) (. .))",e51,ei2230,prostitutes,several of the victims were prostitutes,GEN_police_AUTHOR:pr_plus|GEN_AUTHOR:pr_plus|police_AUTHOR:pr_plus|AUTHOR:pr_plus,ct_minus:0|ct_plus:1|pr_minus:0|pr_plus:7|ps_minus:0|ps_plus:1|uu:1,train
NYT19980402.0453.tml,10,"Of the eight victims, three were stabbed, two were strangled, two were beaten to death and one was asphyxiated, he said, and these different methods of killing and other evidence seem to indicate that the eight cases are not related.","(S (PP (IN Of) (NP (DT the) (CD eight) (NNS victims))) (, ,) (S (NP (CD three)) (VP (VBD were) (VP (VBN stabbed)))) (, ,) (S (NP (CD two)) (VP (VBD were) (VP (VBN strangled)))) (, ,) (S (NP (CD two)) (VP (VBD were) (VP (VBN beaten) (PP (TO to) (NP (NN death)))))) (CC and) (S (NP (PRP one)) (VP (VBD was) (VP (VBN asphyxiated)))) (, ,) (S (NP (PRP he)) (VP (VBD said))) (, ,) (CC and) (S (NP (NP (DT these) (JJ different) (NNS methods)) (PP (IN of) (NP (NN killing) (CC and) (JJ other) (NN evidence)))) (VP (VBP seem) (S (VP (TO to) (VP (VB indicate) (SBAR (IN that) (S (NP (DT the) (CD eight) (NNS cases)) (VP (VBP are) (RB not) (ADJP (VBN related)))))))))) (. .))",e31,ei2254,related,the eight cases are related,GEN_AUTHOR:pr_minus|AUTHOR:pr_minus,ct_minus:5|ct_plus:0|pr_minus:5|pr_plus:0|ps_minus:0|ps_plus:0|uu:0,train
NYT19980402.0453.tml,10,"Of the eight victims, three were stabbed, two were strangled, two were beaten to death and one was asphyxiated, he said, and these different methods of killing and other evidence seem to indicate that the eight cases are not related.","(S (PP (IN Of) (NP (DT the) (CD eight) (NNS victims))) (, ,) (S (NP (CD three)) (VP (VBD were) (VP (VBN stabbed)))) (, ,) (S (NP (CD two)) (VP (VBD were) (VP (VBN strangled)))) (, ,) (S (NP (CD two)) (VP (VBD were) (VP (VBN beaten) (PP (TO to) (NP (NN death)))))) (CC and) (S (NP (PRP one)) (VP (VBD was) (VP (VBN asphyxiated)))) (, ,) (S (NP (PRP he)) (VP (VBD said))) (, ,) (CC and) (S (NP (NP (DT these) (JJ different) (NNS methods)) (PP (IN of) (NP (NN killing) (CC and) (JJ other) (NN evidence)))) (VP (VBP seem) (S (VP (TO to) (VP (VB indicate) (SBAR (IN that) (S (NP (DT the) (CD eight) (NNS cases)) (VP (VBP are) (RB not) (ADJP (VBN related)))))))))) (. .))",e30,ei2252,indicate,these different methods of killing and other evidence indicate that the eight cases are not related,AUTHOR:pr_plus,ct_minus:0|ct_plus:2|pr_minus:0|pr_plus:8|ps_minus:0|ps_plus:0|uu:0,train
NYT19980402.0453.tml,11,"But with the task-force investigation just getting under way, officials have been careful not to draw any firm conclusions, leaving open the possibility of a serial killer in some of the cases.","(S (CC But) (PP (IN with) (S (NP (DT the) (NN task-force) (NN investigation)) (ADVP (RB just)) (VP (VBG getting) (PP (IN under) (NP (NN way)))))) (, ,) (NP (NNS officials)) (VP (VBP have) (VP (VBN been) (ADJP (JJ careful) (S (RB not) (VP (TO to) (VP (VB draw) (NP (DT any) (NN firm) (NNS conclusions)))))) (, ,) (S (VP (VBG leaving) (PRT (RP open)) (NP (NP (DT the) (NN possibility)) (PP (IN of) (NP (NP (DT a) (JJ serial) (NN killer)) (PP (IN in) (NP (NP (DT some)) (PP (IN of) (NP (DT the) (NNS cases)))))))))))) (. .))",e34,ei2258,draw,officials drew firm conclusions,AUTHOR:ct_minus,ct_minus:10|ct_plus:0|pr_minus:0|pr_plus:0|ps_minus:0|ps_plus:0|uu:0,train
NYT19980402.0453.tml,12,There have been no arrests in any of the slayings.,(S (NP (EX There)) (VP (VBP have) (VP (VBN been) (NP (NP (DT no) (NNS arrests)) (PP (IN in) (NP (NP (DT any)) (PP (IN of) (NP (DT the) (NNS slayings)))))))) (. .)),e36,ei2260,arrests,there have been arrests in the slayings,AUTHOR:ct_minus,ct_minus:10|ct_plus:0|pr_minus:0|pr_plus:0|ps_minus:0|ps_plus:0|uu:0,train
NYT19980424.0421.tml,10,Justices Sandra Day O\'Connor and Anthony Kennedy seemed to agree that the law amounted to unconstitutional sex discrimination.,(S (NP (NP (NP (NNP Justices) (NNP Sandra) (NNP Day) (NNP O)) (`` `) (NP (NNP Connor))) (CC and) (NP (NNP Anthony) (NNP Kennedy))) (VP (VBD seemed) (S (VP (TO to) (VP (VB agree) (SBAR (IN that) (S (NP (DT the) (NN law)) (VP (VBD amounted) (PP (TO to) (NP (JJ unconstitutional) (NN sex) (NN discrimination)))))))))) (. .)),e43,ei2131,agree,Justices Sandra Day O'Connor and Anthony Kennedy agree that the law amounted to unconstitutional sex discrimination,AUTHOR:pr_plus,ct_minus:0|ct_plus:1|pr_minus:0|pr_plus:8|ps_minus:0|ps_plus:0|uu:1,train
NYT19980424.0421.tml,10,Justices Sandra Day O\'Connor and Anthony Kennedy seemed to agree that the law amounted to unconstitutional sex discrimination.,(S (NP (NP (NP (NNP Justices) (NNP Sandra) (NNP Day) (NNP O)) (`` `) (NP (NNP Connor))) (CC and) (NP (NNP Anthony) (NNP Kennedy))) (VP (VBD seemed) (S (VP (TO to) (VP (VB agree) (SBAR (IN that) (S (NP (DT the) (NN law)) (VP (VBD amounted) (PP (TO to) (NP (JJ unconstitutional) (NN sex) (NN discrimination)))))))))) (. .)),e44,ei2132,amounted,the law amounted to unconstitutional sex discrimination,O\'Connor_AUTHOR:pr_plus|AUTHOR:uu,ct_minus:0|ct_plus:3|pr_minus:0|pr_plus:4|ps_minus:0|ps_plus:2|uu:1,train
NYT19980424.0421.tml,11,"Butinstead of providing the votes to strike it down, they chose to uphold it on the flimsy ground that because the sex of the parent and not the child made the difference under the law, the plaintiff did not have standing to bring the case.","(S (S (VP (VBN Butinstead) (PP (IN of) (S (VP (VBG providing) (S (NP (DT the) (NNS votes)) (VP (TO to) (VP (VB strike) (NP (PRP it)) (PRT (RP down)))))))))) (, ,) (NP (PRP they)) (VP (VBD chose) (S (VP (TO to) (VP (VB uphold) (NP (PRP it)) (PP (IN on) (NP (DT the) (JJ flimsy) (NN ground))) (SBAR (IN that) (S (UCP (PP (IN because) (NP (NP (DT the) (NN sex)) (PP (IN of) (NP (DT the) (NN parent))))) (CC and) (RB not) (SBAR (S (NP (DT the) (NN child)) (VP (VBD made) (NP (DT the) (NN difference)) (PP (IN under) (NP (DT the) (NN law))))))) (, ,) (NP (DT the) (NN plaintiff)) (VP (VBD did) (RB not) (VP (VB have) (S (VP (VBG standing) (S (VP (TO to) (VP (VB bring) (NP (DT the) (NN case))))))))))))))) (. .))",e46,ei2134,strike,they striked it down,AUTHOR:ct_minus,ct_minus:10|ct_plus:0|pr_minus:0|pr_plus:0|ps_minus:0|ps_plus:0|uu:0,train
NYT19980424.0421.tml,11,"Butinstead of providing the votes to strike it down, they chose to uphold it on the flimsy ground that because the sex of the parent and not the child made the difference under the law, the plaintiff did not have standing to bring the case.","(S (S (VP (VBN Butinstead) (PP (IN of) (S (VP (VBG providing) (S (NP (DT the) (NNS votes)) (VP (TO to) (VP (VB strike) (NP (PRP it)) (PRT (RP down)))))))))) (, ,) (NP (PRP they)) (VP (VBD chose) (S (VP (TO to) (VP (VB uphold) (NP (PRP it)) (PP (IN on) (NP (DT the) (JJ flimsy) (NN ground))) (SBAR (IN that) (S (UCP (PP (IN because) (NP (NP (DT the) (NN sex)) (PP (IN of) (NP (DT the) (NN parent))))) (CC and) (RB not) (SBAR (S (NP (DT the) (NN child)) (VP (VBD made) (NP (DT the) (NN difference)) (PP (IN under) (NP (DT the) (NN law))))))) (, ,) (NP (DT the) (NN plaintiff)) (VP (VBD did) (RB not) (VP (VB have) (S (VP (VBG standing) (S (VP (TO to) (VP (VB bring) (NP (DT the) (NN case))))))))))))))) (. .))",e45,ei2133,providing,they provided the votes to strike it down,AUTHOR:ct_minus,ct_minus:10|ct_plus:0|pr_minus:0|pr_plus:0|ps_minus:0|ps_plus:0|uu:0,train
NYT19980424.0421.tml,12,"The Justice Department, which supported the statute, did not cover itself with glory either.","(S (NP (NP (DT The) (NNP Justice) (NNP Department)) (, ,) (SBAR (WHNP (WDT which)) (S (VP (VBD supported) (NP (DT the) (NN statute))))) (, ,)) (VP (VBD did) (RB not) (VP (VB cover) (NP (PRP itself)) (PP (IN with) (NP (NN glory))) (ADVP (RB either)))) (. .))",e54,ei2140,cover,the Justice Department covered itself with glory,AUTHOR:ct_minus,ct_minus:9|ct_plus:0|pr_minus:1|pr_plus:0|ps_minus:0|ps_plus:0|uu:0,train
NYT19981025.0188.tml,11,But a principled commitment to provide a constitutionally protected service could not stop the assassin\'s bullet that tore through his kitchen window and into his back Friday night.,(S (CC But) (NP (DT a) (JJ principled) (NN commitment) (S (VP (TO to) (VP (VB provide) (NP (DT a) (ADJP (RB constitutionally) (VBN protected)) (NN service)))))) (VP (MD could) (RB not) (VP (VB stop) (NP (NP (DT the) (NN assassin) (POS 's)) (NN bullet) (SBAR (WHNP (WDT that)) (S (VP (VBD tore) (PP (PP (IN through) (NP (PRP$ his) (NN kitchen) (NN window))) (CC and) (PP (IN into) (NP (PRP$ his) (NN back)) (NP-TMP (NNP Friday)))) (NP-TMP (NN night)))))))) (. .)),e15,ei15,stop,a principled commitment stopped the assassin's bullet,AUTHOR:ct_minus,ct_minus:10|ct_plus:0|pr_minus:0|pr_plus:0|ps_minus:0|ps_plus:0|uu:0,test
NYT19981025.0188.tml,17,"In January, a week after the 25th anniversary of the Roe vs. Wade Supreme Court decision, a clinic bombing in Birmingham, Ala., killed a security guard and severely wounded a nurse.","(S (PP (IN In) (NP (NNP January))) (, ,) (NP (NP (DT a) (NN week)) (PP (IN after) (NP (NP (DT the) (JJ 25th) (NN anniversary)) (PP (IN of) (NP (DT the) (NAC (NNP Roe) (PP (FW vs.) (NP (NNP Wade) (NNP Supreme) (NNP Court)))) (NN decision)))))) (, ,) (NP (NP (DT a) (NN clinic) (NN bombing)) (PP (IN in) (NP (NNP Birmingham) (, ,) (NNP Ala.) (, ,)))) (VP (VP (VBD killed) (NP (DT a) (NN security) (NN guard))) (CC and) (ADVP (RB severely)) (VP (VBN wounded) (NP (DT a) (NN nurse)))) (. .))",e33,ei33,wounded,a clinic bombing wounded a nurse,AUTHOR:ct_plus,ct_minus:0|ct_plus:10|pr_minus:0|pr_plus:0|ps_minus:0|ps_plus:0|uu:0,test
NYT19981025.0188.tml,20,Arson and bombings at clinics have become so common that many no longer make the national news.,(S (NP (NP (NN Arson) (CC and) (NNS bombings)) (PP (IN at) (NP (NNS clinics)))) (VP (VBP have) (VP (VBN become) (ADJP (RB so) (JJ common)) (SBAR (IN that) (S (NP (DT many)) (ADVP (RB no) (RB longer)) (VP (VBP make) (NP (DT the) (JJ national) (NN news))))))) (. .)),e40,ei40,make,all arson and bombings at clinics still make the national news,AUTHOR:ct_minus,ct_minus:9|ct_plus:1|pr_minus:0|pr_plus:0|ps_minus:0|ps_plus:0|uu:0,test
NYT19981025.0188.tml,21,"It is bad enough that conservatives in Congress and in state legislatures are working to dismantle reproductive rights by banning certain procedures, such as so-called partial birth abortion, and by requiring waiting periods and parental consent before an abortion can be obtained.","(S (NP (PRP It)) (VP (VBZ is) (ADJP (JJ bad) (RB enough) (SBAR (IN that) (S (NP (NP (NNS conservatives)) (PP (PP (IN in) (NP (NNP Congress))) (CC and) (PP (IN in) (NP (NN state) (NNS legislatures))))) (VP (VBP are) (VP (VBG working) (S (VP (TO to) (VP (VB dismantle) (NP (JJ reproductive) (NNS rights)) (PP (PP (IN by) (S (VP (VBG banning) (NP (NP (JJ certain) (NNS procedures)) (, ,) (PP (JJ such) (IN as) (NP (JJ so-called) (JJ partial) (NN birth) (NN abortion))) (, ,))))) (CC and) (PP (IN by) (S (VP (VBG requiring) (NP (NP (VBG waiting) (NNS periods)) (CC and) (NP (JJ parental) (NN consent))))))) (SBAR (IN before) (S (NP (DT an) (NN abortion)) (VP (MD can) (VP (VB be) (VP (VBN obtained))))))))))))))) (. .))",e42,ei42,working,conservatives are working to dismantle reproductive rights,AUTHOR:ct_plus,ct_minus:0|ct_plus:9|pr_minus:0|pr_plus:0|ps_minus:0|ps_plus:0|uu:1,test
NYT19981025.0188.tml,21,"It is bad enough that conservatives in Congress and in state legislatures are working to dismantle reproductive rights by banning certain procedures, such as so-called partial birth abortion, and by requiring waiting periods and parental consent before an abortion can be obtained.","(S (NP (PRP It)) (VP (VBZ is) (ADJP (JJ bad) (RB enough) (SBAR (IN that) (S (NP (NP (NNS conservatives)) (PP (PP (IN in) (NP (NNP Congress))) (CC and) (PP (IN in) (NP (NN state) (NNS legislatures))))) (VP (VBP are) (VP (VBG working) (S (VP (TO to) (VP (VB dismantle) (NP (JJ reproductive) (NNS rights)) (PP (PP (IN by) (S (VP (VBG banning) (NP (NP (JJ certain) (NNS procedures)) (, ,) (PP (JJ such) (IN as) (NP (JJ so-called) (JJ partial) (NN birth) (NN abortion))) (, ,))))) (CC and) (PP (IN by) (S (VP (VBG requiring) (NP (NP (VBG waiting) (NNS periods)) (CC and) (NP (JJ parental) (NN consent))))))) (SBAR (IN before) (S (NP (DT an) (NN abortion)) (VP (MD can) (VP (VB be) (VP (VBN obtained))))))))))))))) (. .))",e43,ei43,dismantle,conservatives in Congress and in state legislatures will dismantle reproductive rights,AUTHOR:uu,ct_minus:0|ct_plus:0|pr_minus:0|pr_plus:1|ps_minus:0|ps_plus:5|uu:4,test
NYT19981025.0188.tml,24,"Some anti-abortion groups, to their credit, have denounced the bombings and shootings, but others seem reluctant to issue the strong condemnations that are warranted.","(S (S (NP (NP (DT Some) (JJ anti-abortion) (NNS groups)) (, ,) (PP (TO to) (NP (PRP$ their) (NN credit))) (, ,)) (VP (VBP have) (VP (VBN denounced) (NP (DT the) (NNS bombings) (CC and) (NNS shootings))))) (, ,) (CC but) (S (NP (NNS others)) (VP (VBP seem) (ADJP (JJ reluctant) (S (VP (TO to) (VP (VB issue) (NP (NP (DT the) (JJ strong) (NNS condemnations)) (SBAR (WHNP (WDT that)) (S (VP (VBP are) (VP (VBN warranted)))))))))))) (. .))",e66,ei66,warranted,strong condemnations are warranted,AUTHOR:ct_plus,ct_minus:0|ct_plus:3|pr_minus:1|pr_plus:1|ps_minus:0|ps_plus:2|uu:3,test
